# Checkers 10x10 game record
# rules: no_mandatory_capture, flying_kings
white_player: uct
white_heuristic: base
white_seed: 10007
black_player: heuristic
black_heuristic: base
black_seed: 10008
iterations: 2000
max_moves: 200
winner: black
total_moves: 90
white_avg_nodes: 2013.2
black_avg_nodes: 0.0
moves:
6,7 5,8
3,2 4,3
6,3 5,2
3,8 4,9
5,8 4,7
3,6 5,8
7,6 6,7
5,8 7,6 5,4
7,8 6,7
2,9 3,8
8,5 7,6
2,7 3,6
7,6 6,5
5,4 7,6 5,8
6,9 4,7 2,9
4,9 5,8
8,7 7,6
5,8 6,7
7,6 5,8
2,1 3,2
9,6 8,5
3,0 4,1
5,2 3,0
3,6 4,5
6,1 5,0
2,5 3,6
5,0 4,1
3,2 5,0
5,8 4,9
3,6 4,7
8,9 7,8
1,6 2,7
4,9 3,8
2,7 4,9
7,8 6,9
1,8 2,7
7,4 6,3
0,7 1,6
6,3 5,4
4,5 6,3
8,3 7,4
4,3 5,4
7,4 6,5
5,4 7,6
6,9 5,8
4,7 6,9
9,8 8,7
7,6 9,8
7,2 5,4
9,8 2,1
8,5 7,6
2,1 9,8
9,4 8,5
1,2 2,1
2,9 1,8
3,4 4,3
1,8 0,7
2,3 3,2
0,7 3,4 5,2
3,2 4,1
5,2 7,4
4,9 5,8
7,4 6,5
9,8 3,2
9,2 8,3
0,3 1,2
3,0 5,2
0,9 1,8
8,3 7,2
2,1 3,0
7,2 6,1
5,0 7,2
7,0 6,1
7,2 5,0
8,5 7,6
3,2 9,8
5,2 4,3
9,8 2,1
8,1 7,2
1,2 2,3
7,2 6,3
2,3 3,4
6,3 5,4
2,1 7,6
9,0 8,1
1,4 2,3
8,1 7,2
2,3 3,2
7,2 6,1
5,0 7,2
